name,city,website,body_comp_score,bone_density_score,blut_score,enrichment_status
EMS Training,Hannover,https://www.google.com/maps/search/?api=1&query=EMS%20Training&query_place_id=ChIJV5Xx_LMMsEcR4OOZ2HFC3Gk,0,0,0,success
Beyond Imaging Diagnostikzentrum,Hannover,https://beyond-imaging.com,0,0,0,success
Dr. med. Wido Hartmann,Osterholz-Scharmbeck,https://www.google.com/maps/search/?api=1&query=Dr.%20med.%20Wido%20Hartmann&query_place_id=ChIJP47l-BkusUcRNqAovf7Cd5s,0,0,0,success
Kernspintomographie im Podbi-Park - Radiologie Nuklearmedizin Langenhagen,Hannover,https://mrt-hannover-list.de,0,0,0,success
Beyond Imaging Diagnostikzentrum,Dortmund,https://beyond-imaging.com,0,0,0,success
MRT-Termine im MRT-Zentrum Recklinghausen,Castrop-Rauxel,https://radiologie-castrop.de/leistungen/magnetresonanztomographie-mrt,0,0,0,success
"Gemeinschaftspraxis Dr. Schwertner, Dr. Woitsch; Kinder- und Jugendmedizin; Kinder-Lungenfacharzt",Germering,http://www.kinder-jugend.de,0,0,0,success
Orthopädiehoch4,Augsburg,https://www.orthopaediehoch4.de,0,0,0,success
Radiologie Ettlingen - Ihr radiologisches Kompetenzzentrum im Raum Karlsruhe,Ettlingen,http://www.radiologie-ettlingen.de,0,0,0,success
MVZ Dr. med. Helge Riegel GmbH,Wiesbaden,https://www.labor-riegel.de,0,0,0,success
Beyond Imaging Diagnostikzentrum,Mainz,https://beyond-imaging.com,0,0,0,success
LifeLink Radiologie & Nuklearmedizin Bielefeld Zentrum,Bielefeld,https://www.lifelink-medical.com/standorte/lifelink-radiologie-nuklearmedizin-bielefeld-zentrum,0,0,0,success
LifeLink Radiologie Bielefeld Süd,Bielefeld,https://www.lifelink-medical.com/standorte/lifelink-radiologie-bielefeld-sued,0,0,0,success
MRT-Termine für Patienten aus Karlsruhe-Land und Umgebung,Ettlingen,https://online-termin.de/mrt-karlsruhe,0,0,0,success
"Rückenschmerz-Sprechstunde in der Radiologie Ettlingen | CT-gesteuerte Schmerztherapie | FGI, PRT, PDT, ISG-Blockade",Ettlingen,https://radiologie-ettlingen.de/leistungen/ct-gesteuerte-schmerztherapie,0,0,0,success
Dr. Walter Grünzinger,Wuppertal,http://www.docgruenzinger.de,0,0,0,success
"ortho neo Bonn Praxis Südstadt – Dr. Linzbach, Dr. John + Kollegen",Bonn,http://www.orthoneo.de,0,0,0,success
Dr. Lunow & Patrner - CHECK✓UP Zentrum,Bornheim,https://www.google.com/maps/search/?api=1&query=Dr.%20Lunow%20%26%20Patrner%20-%20CHECK%E2%9C%93UP%20Zentrum&query_place_id=ChIJZwVQWh0fv0cRhV4Z1yXEFqc,0,0,0,success
Dr. med. Oliver Schröder - Chiropraktik in Wuppertal,Wuppertal,https://chiropraktik-in-wuppertal.de,0,0,0,success
Radiologikum Heidelberg in der Atos Klinik,Heidelberg,http://www.radiologie-heidelberg.de,0,0,0,success
𝗗𝗶𝗮𝗴𝗻𝗼𝘀𝘁𝗶𝗸𝘇𝗲𝗻𝘁𝗿𝘂𝗺 𝗥𝗮𝗱𝗶𝗼𝗹𝗼𝗴𝗶𝗲 𝗪𝗼𝗹𝗳𝘀𝗯𝘂𝗿𝗴 - 𝗗𝗿. 𝗺𝗲𝗱. 𝗠𝗶𝗰𝗵𝗮𝗲𝗹 𝗔𝘂,Wolfsburg,https://diagnostikzentrum-wolfsburg.de,0,0,0,success
RADIOLOGIKUM am Alexianer Krankenhaus,Krefeld,http://www.radiologiekrefeld.de,0,0,0,success
Diagnostisches Zentrum am Vincentinum Augsburg (DZVA) GmbH,Augsburg,http://www.vincentinum-diagnostik.de,0,0,0,success
Radiologie im Altstadtquartier,Magdeburg,http://www.radiologie-altstadtquartier.de,0,0,0,success
Evidia MVZ Mammographie Halle,Halle (Saale),https://www.mammascreening-halle.de,0,0,0,success
MEDPOL Erfurt,Erfurt,http://www.medpol.de,0,0,0,success
CrossFit Schmiede,Kassel,http://www.crossfitschmiede.de,0,0,0,success
"Privatpraxis am Studio - CT, MRT, Röntgen, Ultraschall",Berlin,https://privatpraxis-amstudio.de,0,0,0,success
Bodymed Center Dudweiler - Herrensohr,Saarbrücken,http://www.bodymed.com/center/dudweiler-herrensohr,0,0,0,success
Privatärztliche radiologische Praxis Prof. Dr. med. L. Jäger,Saarbrücken,http://www.radiologie-saar.net,0,0,0,success
Open MRT ATOS Klinik,Heidelberg,https://www.radiologie-heidelberg.de,0,0,0,success
FOKUS Radiologie & Nuklearmedizin Göttingen,Göttingen,http://www.fokus-radiologie.de,0,0,0,success
MRT Stuttgart,Neckarsulm,https://radiologie-franken-hohenlohe.de/mrt-zentrum/mrt-stuttgart,0,0,0,success
"Radiologie Neckarsulm | MRT, CT, Röntgen, Nuklearmedizin, Brustdiagnostik, Prostata-MRT",Neckarsulm,https://radiologie-franken-hohenlohe.de/radiologie-neckarsulm,0,2,0,success
Dr. med. Gerd Wieja,Ulm,http://drwieja.de,0,0,0,success
Radiologisches Zentrum Ingolstadt,Ingolstadt,https://www.radiologisches-zentrum-ingolstadt.de,0,0,0,success
Diagnosticum Bayern Mitte - Standort Ingolstadt,Ingolstadt,https://www.diagnosticum-ingolstadt.de,0,0,0,success
Diagnosticum Bayern Mitte - Standort Manching,Manching,https://www.diagnosticum-paf.de,0,0,0,success
Orthopädische Praxis - Dr. Stork / Dr. Pilhofer,Regensburg,https://www.orthopaede-regensburg.de,0,0,0,success
Radiologisches Centrum Pforzheim,Pforzheim,http://www.radiologie-pforzheim.de,0,0,0,success
AMZ-Jena Radiologie und Nuklearmedizin,Jena,http://www.amz-jena.eu,0,0,0,success
Kardiodiagnostik,Jena,http://www.kardiodiagnostik.de/kontakt,0,0,0,success
MEDPOL Jena,Jena,http://www.medpol.de,0,0,0,success
Radiologie GGE,Gera,http://www.radiologie-gge.de,0,0,0,success
Mammographie Screening Kreis Kleve/Wesel Standort Moers,Moers,http://mammatest.de,0,0,0,success
Radiologie Zentrum Salzgitter,Salzgitter,http://www.radiologie-sz.de,0,0,0,success
Radiologische Gemeinschaftspraxis,Zwickau,https://radiologie-zwickau.de,0,0,0,success
Radiologie im Zentrum Dr.Theißinger,Kaiserslautern,https://www.westpfalz-klinikum.de/praxisradiologie,0,0,0,success
RTS Radiologie Trier | Saarburg,Trier,https://www.rts-radiologie.de,0,0,0,success
Radiologiezentrum Trier,Trier,https://www.radiologiezentrum-trier.de,0,0,0,success
"Radiologische Gemeinschaftspraxis Dr. Amberger, Lieser, Jeibmann, Müller, Sauter",Trier,http://roentgenpraxis-trier.de,0,0,0,success
Diagnostikzentrum Esslingen | Kirchheim,Esslingen am Neckar,http://dzek.de,0,0,0,success
LifeLink Radiologie Düren,Düren,https://www.lifelink-medical.com/standorte/lifelink-radiologie-dueren,0,0,0,success
Radiologisches Zentrum Schwarzwald-Baar Dr. Rahn u. Koll. Radiologische Praxen Villingen und Donaueschingen,Donaueschingen,https://www.google.com/maps/search/?api=1&query=Radiologisches%20Zentrum%20Schwarzwald-Baar%20Dr.%20Rahn%20u.%20Koll.%20Radiologische%20Praxen%20Villingen%20und%20Donaueschingen&query_place_id=ChIJFf5RG0OQkEcRJWO8_LNrHyE,0,0,0,success
Radiologisches Zentrum Schwarzwald-Baar Dr. Rahn und Kollegen,Villingen-Schwenningen,"https://www.gesundheitsnetzwerk-sbk.de/?ModID=9&object=tx,3137.1500&FID=3137.441.1",0,0,0,failed
ProOs GbR,Wilhelmshaven,http://proos-whv.de/index.php?article_id=4,0,2,0,success
Laktatleistungsdiagnostik - Dr Dietze,Überlingen,http://www.laktatleistungsdiagnostik.de,0,0,0,success
Dr. med. F. Schmähling,Siegburg,http://www.orthopaeden-siegburg.de,0,0,0,success
Radiologische Privatpraxis Dürerhof,Bayreuth,https://www.mrt-bayreuth.de,0,0,0,success
Dexa Consult GmbH,Möhnesee,https://dexa.gmbh,0,0,0,success
diagnostikzentrum Radiologie & Neurologie,Gießen,http://www.diagnostikzentrum-giessen.de,0,0,0,success
"Radiologie im Roten Feld, Dres. Struckmann, Ettehad, Fenske, Pavlicek, Ritter",Lüneburg,https://www.radiologie-lueneburg.de,0,0,0,success
Enradia MVZ Radiologie | Nuklearmedizin | Endokrinologie,Neubrandenburg,http://www.radiologen-neubrandenburg.de,0,0,0,success
"Dipl. Med. Otfried Ziesler - Facharzt für MRT, CT & Röntgen‎",Neubrandenburg,http://www.radiologie-ziesler.de,0,0,0,success
Radiopaedicum,Aschaffenburg,https://www.radiopaedicum.com,0,0,0,success
Radiologisch-Nuklearmedizinische Gemeinschaftspraxis Celle,Celle,https://www.radiologie-celle.de,0,0,0,success
Radiologische Gemeinschaftspraxis Neuwied,Neuwied,http://www.radiologie-neuwied.de,0,0,0,success
ZRN - Zentrum für Radiologie und Nuklearmedizin,Grevenbroich,https://www.zrn-info.de,0,0,0,success
f+p | GESUND BEWEGEN - Diagnostik Kempten,Kempten (Allgäu),https://fp-gesundbewegen.de/standort/kempten/diagnostik,0,0,0,success
Institut für Bildgebende Diagnostik Fulda MVZ GmbH,Fulda,https://www.radiologe-fulda.de,0,0,2,success
Radiologie und Nuklearmedizin im Zentrum Vital Fulda,Fulda,https://www.radiologie-fulda.de,0,0,0,success
Radiologische Gemeinschaftspraxis,Lippstadt,http://www.radiologie-lippstadt.de,0,0,0,success
Diagnosticum Bayern Mitte - Standort Eichstätt,Eichstätt,https://www.diagnosticum-ei.de,0,0,0,success
DIE RADIOLOGIE Rosenheim,Rosenheim,https://rosenheim.die-radiologie.de,0,0,0,success
Das Radiologie Team | Mammographie-Zentrum am Ebertplatz Offenburg,Offenburg,https://das-radiologie-team.de/mammadiagnostik,0,0,0,success
MRT Offenburg (Magnet-Resonanz-Tomographie) | Radiologie Team Offenburg,Offenburg,https://das-radiologie-team.de/magnetresonanztomographie/mrt-offenburg,0,0,0,success
Körperformen Hameln - EMS Training Deisterstraße 82,Hameln,https://www.xn--krperformen-rfb.com/studios/ems-training-hameln-deisterstrasse,0,0,0,success
Radiologie Zentrum Hameln - Vassilios Karakidis,Hameln,http://www.radiologie-zentrum-hameln.de,0,0,0,success
Mammographiezentrum Stralsund,Stralsund,https://www.brustkrebsvorsorge-mv.de/standorte,0,0,0,success
Radiologie Stralsund im Ärztehaus am Frankenwall,Stralsund,https://www.med-mv.de,0,0,0,success
Endosono.net,Langenfeld (Rheinland),https://www.endosono.org,0,0,0,success
Lusatia Radiologie Görlitz,Görlitz,http://www.goerlitz-radiologie.de,0,0,0,success
evidia MVZ Radiologie Görlitz GmbH,Görlitz,http://www.radiologiepraxis-gr.de,0,0,0,success
Mammographie Screeningeinheit Alb-Bodensee,Ravensburg,http://mammographiescreening.info,0,0,0,success
Radiologische Gemeinschaftspraxis Friedrichshafen,Friedrichshafen,http://www.radiologie-friedrichshafen.de,0,0,0,success
Praxis für Radiologie und Nuklearmedizin,Euskirchen,https://radiologie-euskirchen.de,0,0,0,success
Röntgeninstitut Alte Seidenweberei / Willich | Offenes MRT,Willich,http://www.roentgeninstitut.de,0,0,0,success
Radiologie Baden-Baden,Baden-Baden,https://www.radiologie-baden-baden.de,0,0,0,success
Radiologie 360° - Praxis in der Kaiserstraße in Gummersbach,Gummersbach,https://www.med360grad.de/radiologie-gummersbach/?utm_campaign=googlemybusiness-organic-radiologie_gummersbach_kaiserstr,0,0,0,success
Radiologie Waiblingen Radiologie und Nuklearmedizin,Waiblingen,http://www.radiologie-waiblingen.de,0,0,0,success
MRT Waiblingen | MRT-Termine für Patienten aus Waiblingen und Umgebung,Neckarsulm,https://radiologie-franken-hohenlohe.de/mrt-zentrum/mrt-waiblingen,0,0,0,success
Radiologie Nuklearmedizin Winnenden,Winnenden,http://www.radiologie-winnenden.de,0,0,0,success
Center für Leistungsdiagnostik,Schweinfurt,https://ihr-nextlevel.de/leistungssport/leistungsdiagnostik,0,0,0,success
Radiologisches Zentrum Bad Homburg,Bad Homburg vor der Höhe,https://www.radiologie-bad-homburg.de,0,0,0,success
Dr. med. Schmidt Constanze GeRN Gesellschaft für Radiologie und Nuklearmedizin GbR,Emden,http://www.radiologie-emden.de,0,0,0,success
LifeLink Radiologie Ulm Praxiszentrum,Ulm,https://www.lifelink-medical.com/standorte/lifelink-radiologie-ulm-praxiszentrum,0,0,0,success
Klinik Dr. Hancken GmbH / MVZ Radiolgie und Nuklearmedizin,Cuxhaven,https://www.hancken.de/klinik/radiologische-abteilung-cuxhaven,0,0,0,success
Radiologische Gemeinschaftspraxis Ibbenbüren / Lengerich,Ibbenbüren,http://www.radiologie-ibbenbueren.de,0,0,0,success
radiox Radiologie-Nuklearmedizin-Strahlentherapie Soest,Soest,https://www.radiox-med.de,0,0,0,success
MVZ Radiologie Dreiländereck | Lörrach,Lörrach,https://www.zr3.de,0,0,0,success
Radiologe Balingen - Dr. med. Claußen,Balingen,https://www.radiologe-balingen.de,0,0,0,success
OSD Osteoporose Selbsthilfegruppen Dachverband e.V.,Gotha,https://www.osd-ev.org,0,2,0,success
Radiologie 360° - Praxis am Sana HANSE-Klinikum Wismar,Wismar,https://www.med360grad.de/radiologie-wismar/?utm_campaign=googlemybusiness-organic-radiologie_wismar,0,0,0,success
Radiologie Nordhausen MVZ Bildgebende Diagnostik GmbH,Nordhausen,http://www.radiologie-nordhausen.de,0,0,0,success
RADIO-LOG Straubing,Straubing,https://www.radio-log.de/standorte-fachrichtungen/radiologie/radio-log-straubing.php,0,0,0,success
RADIO-LOG Radiologie Zweigpraxis Straubing,Straubing,https://www.radio-log.de/straubing-zweigpraxis-radiologie,0,0,0,failed
Gemeinschaftspraxis für Radiologie und Nuklearmedizin,Bad Kreuznach,https://radiologie-praxis.com/standorte/bad-kreuznach,0,0,0,success
Radiologie Kaufbeuren,Kaufbeuren,https://www.radiologie-kaufbeuren.de,0,0,0,success
DeGIR Zentrum - Klinikum Kaufbeuren | Kliniken Ostallgäu-Kaufbeuren,Kaufbeuren,https://www.kliniken-oal-kf.de/medizin/zentren/degir-zentrum,0,0,0,success
LifeLink Radiologie Geilenkirchen,Geilenkirchen,https://www.lifelink-medical.com/standorte/lifelink-radiologie-geilenkirchen,0,0,0,success
Radiologie Heinsberg,Heinsberg,http://www.radiologie-heinsberg.de,0,0,0,success
Mein Labor Berlin,Berlin,https://mein.laborberlin.com,0,0,2,success
Longevity Center Switzerland,Zürich,https://longevity-center.eu/longevity-center-switzerland,0,0,0,success
Ayun,Zürich,https://www.ayun.ch,0,0,0,success
DEXA Zentrum München,München,https://www.dexa-zentrum-muenchen.de,0,0,0,failed
Mein Direktlabor Hamburg,Hamburg,https://www.meindirektlabor.de/hamburg,0,0,0,failed
BodyScan Berlin,Berlin,https://www.bodyscan-berlin.de,0,0,0,failed
Labor Hannover Nord,Hannover,https://www.labor-hannover-nord.de,0,0,0,failed
Diagnostikum Wien,Wien,https://www.diagnostikum-wien.at,0,0,0,failed
Diagnosezentrum Meidling (Diagnostikum),Wien,https://diagnostikum.at/de/locations/diagnosezentrum-meidling,0,0,0,success
DZ10 Diagnosezentrum Favoriten,Wien,https://www.dz10.at,0,2,0,success
Radiologicum Margareten,Wien,https://www.radiologicum.wien,0,0,0,success
Radiologicum Penzing,Wien,https://www.radiologicum.wien,0,0,0,success
Diagnosehaus 3,Wien,https://www.diagnosehaus3.at/knochendichte,0,0,0,failed
Diagnosehaus 11,Wien,https://www.diagnosehaus3.at/knochendichte,0,2,0,success
Diagnosehaus 18,Wien,https://www.diagnosehaus3.at/knochendichte,0,2,0,success
